R4126 P1200 ffa_bi_100 -0.15436535         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.12497209  0.11869281         nan         nan         nan         nan         nan         nan         nan         nan  0.22010032 -0.08067556 -0.27145997         nan         nan         nan         nan         nan         nan         nan -0.08937728  0.10904559  0.13043308 -0.16901717         nan         nan         nan         nan         nan         nan -0.30515609 -0.14501547  0.26106651 -0.02289252 -0.17528889         nan         nan         nan         nan         nan  0.2363008   0.00311688 -0.03040178 -0.06656487 -0.15338467  0.43064696         nan         nan         nan         nan -0.04116011  0.18471679 -0.08189544  0.14944413 -0.02521522 -0.0947871 -0.05705599         nan         nan         nan  0.22101011 -0.16770174 -0.20977225  0.03220513  0.27228596 -0.05814128  0.12594951 -0.3367168         nan         nan -0.31323865  0.00219244  0.2465012  -0.05012642 -0.12268063 -0.46089885  0.25067176 -0.01162308  0.62965739         nan  0.10873568  0.01893806 -0.10948962  0.0779055   0.00660429  0.33702564 -0.23375066  0.1801039  -0.54548877  0.37347454
R4725 P1200 ffa_bi_100  0.8243047          nan         nan         nan         nan         nan         nan         nan         nan         nan  0.3014358  -0.06262177         nan         nan         nan         nan         nan         nan         nan         nan -0.76805708 -0.26335791  0.77482188         nan         nan         nan         nan         nan         nan         nan  0.31346922  0.21832725 -0.40678672  0.22315329         nan         nan         nan         nan         nan         nan  0.01144155 -0.08590911 -0.04562193  0.07000595  0.13844472         nan         nan         nan         nan         nan  0.05154857  0.08894519  0.023276   -0.34909838  0.11735392 -0.38027143         nan         nan         nan         nan -0.09676173  0.0323174   0.07172916  0.14233643 -0.18587703 -0.03772838  0.33551088         nan         nan         nan  0.13874907 -0.1331169 -0.08604114  0.02048814  0.1717061   0.1288671  -0.3216766   0.09737176         nan         nan -0.67228171 -0.0950914   0.57391474 -0.14427881 -0.11870164 -0.00370786 -0.04560154  0.0741363   0.63072598         nan  0.45205539  0.12400655 -0.45315285  0.26429481 -0.02922185  0.16923146  0.07653823  0.05770052 -0.49688284  0.11813097
R4829 P1200 ffa_bi_100  0.25141963         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.21324201  0.26741105         nan         nan         nan         nan         nan         nan         nan         nan -0.47116708 -0.23077133  0.60961008         nan         nan         nan         nan         nan         nan         nan  0.31114786  0.26000223 -0.24758154 -0.01425589         nan         nan         nan         nan         nan         nan  0.05362264 -0.29900398 -0.16194234 -0.05883498  0.49761865         nan         nan         nan         nan         nan  0.09663655  0.09458303 -0.25556111  0.13739211  0.14752028  0.05900248         nan         nan         nan         nan  0.10408941  0.05719434  0.02088638  0.12656192 -0.29543183  0.10555406 -0.03457027         nan         nan         nan -0.14118964  0.25563322 -0.03039211  0.04395205 -0.12671414  0.08784296 -0.00074353 -0.20603421         nan         nan -0.17980888 -0.17604178  0.44699758 -0.28497908 -0.04989976 -0.16046102  0.00987199  0.10592376  0.13333987         nan  0.13810153 -0.18459404 -0.22078444  0.02118732  0.28902426 -0.04760308 -0.06653811  0.00179476 -0.10760687  0.20220071
R4835 P1200 ffa_bi_100 -0.36066198         nan         nan         nan         nan         nan         nan         nan         nan         nan -0.39971593 -0.04848681         nan         nan         nan         nan         nan         nan         nan         nan  0.16594796  0.15390069  0.13621178         nan         nan         nan         nan         nan         nan         nan -0.00306621  0.12299709 -0.34526081  0.55975723         nan         nan         nan         nan         nan         nan  0.39887695  0.03007806 -0.24820427  0.02999087  0.03337731         nan         nan         nan         nan         nan  0.23868137 -0.02334257 -0.3964567   0.43371379  0.05290189  0.252166           nan         nan         nan         nan -0.2694054   0.09377306  0.30086121 -0.05539454 -0.2557723  -0.19540143  0.44633815         nan         nan         nan  0.00422144 -0.07516596 -0.02037031 -0.01568061  0.07633775  0.05071367  0.06150435 -0.40367797         nan         nan -0.29719216  0.0813539   0.41478773 -0.54748449 -0.08265433 -0.35884995  0.05705594  0.01670475  0.59317237         nan  0.22380754 -0.06648239 -0.22136957  0.18031079  0.15572406  0.20326667 -0.29323     0.27920123 -0.28060777  0.03791416
R4839 P1200 ffa_bi_100 -0.06890948         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.493487    0.09206495         nan         nan         nan         nan         nan         nan         nan         nan -0.08333979 -0.39371461  0.22983499         nan         nan         nan         nan         nan         nan         nan -0.1371557   0.37220977  0.00496715 -0.18431874         nan         nan         nan         nan         nan         nan -0.03149433 -0.29431926 -0.01150867  0.02969736  0.26505768         nan         nan         nan         nan         nan -0.14302875  0.49396037 -0.1131801  -0.05750029  0.06505682 -0.26760474         nan         nan         nan         nan -0.17827916 -0.16464017  0.26564421 -0.17626391  0.05910283 -0.1807658  0.0840136          nan         nan         nan -0.20265665 -0.10556875  0.24063161 -0.24224466  0.13182592  0.03635959 -0.10991389  0.0233671         nan         nan  0.19384047 -0.11447776 -0.0435401   0.23272638 -0.32241149  0.22634029  0.30852328  0.14848443 -0.06178809         nan  0.25523147 -0.08503621 -0.27814196  0.16854857  0.06396598  0.13821694 -0.14066041 -0.08772792 -0.50900276  0.52518177
R4928 P1200 ffa_bi_100  0.56608361         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.41215216  0.198625         nan         nan         nan         nan         nan         nan         nan         nan -0.59509787 -0.40850804  0.69910216         nan         nan         nan         nan         nan         nan         nan  0.50202198  0.39123344 -0.55903447  0.45482457         nan         nan         nan         nan         nan         nan -0.11769328 -0.25405015 -0.00923665 -0.12746874  0.56700069         nan         nan         nan         nan         nan  0.26477935  0.36416671 -0.24719618  0.34180763 -0.32589724  0.13540205         nan         nan         nan         nan  0.10407427  0.16521814 -0.12127864 -0.00552866 -0.00223397  0.10615194 -0.27901193         nan         nan         nan  0.00998423 -0.31546522  0.04203209 -0.11967156  0.18298458  0.10057343  0.13045891 -0.21988671         nan         nan -0.37949237 -0.28683801  0.43172237 -0.3443791 -0.01606948 -0.09744927 -0.19682251  0.023066    0.33074269         nan -0.03124583  0.11243683 -0.08164953  0.13064931  0.12969605 -0.26459908  0.25488577 -0.02282785 -0.02811621  0.01397345
R4933 P1200 ffa_bi_100  0.38333374         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.19496385  0.34151265         nan         nan         nan         nan         nan         nan         nan         nan -0.28543997 -0.17948581  0.16260365         nan         nan         nan         nan         nan         nan         nan  0.19780231  0.02069002 -0.14571704  0.01998841         nan         nan         nan         nan         nan         nan -0.22924665 -0.13369239  0.30915486 -0.00751424 -0.25714445         nan         nan         nan         nan         nan  0.0423331  -0.0233321   0.11757176 -0.09930056 -0.26122031 -0.2264808          nan         nan         nan         nan  0.13521352  0.2404919  -0.30117235  0.46909973 -0.12542563  0.15593608  0.07193986         nan         nan         nan -0.2246647   0.03926199  0.24930138 -0.3903825   0.11709318 -0.1262436  -0.29708105  0.52765626         nan         nan  0.18666562 -0.03452026 -0.22918423  0.05366111  0.25690814  0.39470106 -0.06673515  0.07480917 -0.65889913         nan -0.1295733  -0.19231131  0.15684396 -0.08728612  0.06353098 -0.23619779  0.09918632 -0.14109793  0.3002235  -0.02484977
R4934 P1200 ffa_bi_100 -0.19150987         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.55864979 -0.24158899         nan         nan         nan         nan         nan         nan         nan         nan -0.23462231 -0.16532283  0.47960585         nan         nan         nan         nan         nan         nan         nan  0.33393578  0.09758839 -0.46123935  0.37418327         nan         nan         nan         nan         nan         nan -0.03389554 -0.32127373  0.00598238 -0.00353931  0.1699177          nan         nan         nan         nan         nan -0.01923578  0.25115367 -0.26065836  0.30560086  0.0937022  -0.04166844         nan         nan         nan         nan -0.08621388 -0.02427199  0.08534097 -0.09152107  0.00544436 -0.05015553  0.16917449         nan         nan         nan  0.19866992 -0.15944745  0.08330759 -0.05288757 -0.23988308 -0.02379296 -0.12369404  0.2439896         nan         nan  0.11409916 -0.12317105  0.27010225 -0.40460608 -0.12013061  0.057225   -0.16825496  0.16892182 -0.00319286         nan -0.17920698  0.13676284 -0.21216496  0.24018064  0.25871205  0.02569241  0.09064585 -0.21748802 -0.06785962  0.21613711
R4935 P1200 ffa_bi_100  0.70928812         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.34999731 -0.31507108         nan         nan         nan         nan         nan         nan         nan         nan -0.64532688 -0.09662179  0.55024284         nan         nan         nan         nan         nan         nan         nan  0.14138689  0.02199573 -0.12905881 -0.0775509          nan         nan         nan         nan         nan         nan  0.08595801 -0.0130704 -0.14634255  0.16621117 -0.00175249         nan         nan         nan         nan         nan  0.45177974  0.21999147 -0.28013817  0.09957574 -0.28442408  0.44610611         nan         nan         nan         nan -0.30602237 -0.27899049  0.21110206 -0.11113025  0.24132051 -0.21123536 -0.03014848         nan         nan         nan -0.1456896  -0.15343036  0.24265436 -0.1334952  -0.03795006 -0.29811714 -0.10665645  0.49104795         nan         nan -0.21212512 -0.06213413  0.11792587  0.33080829 -0.26468731 -0.16028863  0.33149013  0.15805236 -0.18827125         nan  0.28736088  0.22136935 -0.30376885 -0.26219212  0.4005563   0.30161504 -0.12330061 -0.28499072 -0.1214471   0.29912773
R4941 P1200 ffa_bi_100 -0.23916471         nan         nan         nan         nan         nan         nan         nan         nan         nan -0.15754091 -0.44361481         nan         nan         nan         nan         nan         nan         nan         nan  0.27739223  0.33916839 -0.34591162         nan         nan         nan         nan         nan         nan         nan -0.12151813 -0.24008549  0.03706647  0.32477117         nan         nan         nan         nan         nan         nan  0.17886228  0.07242719 -0.07184445  0.0942257  -0.30890867         nan         nan         nan         nan         nan -0.09230037 -0.12437902  0.10507824  0.05457765  0.07197647  0.33505672         nan         nan         nan         nan -0.12275857 -0.1957177   0.0455803   0.05436136  0.10322019 -0.13464755  0.24388495         nan         nan         nan  0.45967907  0.13779137 -0.41514879  0.25655891 -0.2329258  -0.1287679  -0.03101076 -0.0733493         nan         nan  0.37184954  0.40124972 -0.43383428  0.1536005 -0.14350776  0.20072662 -0.11243017  0.03605614 -0.51606733         nan -0.58273329 -0.23331883  0.66486123 -0.45645748  0.1805925  -0.2617285  0.03667847  0.21312523  0.41366861 -0.44608659
R4945 P1200 ffa_bi_100  0.32635158         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.04964907 -0.05280741         nan         nan         nan         nan         nan         nan         nan         nan -0.29394287  0.05535216  0.2775484          nan         nan         nan         nan         nan         nan         nan  0.40055823 -0.050895   -0.3280325   0.24618199         nan         nan         nan         nan         nan         nan -0.30790947 -0.11934245  0.13309835 -0.05532041  0.27719191         nan         nan         nan         nan         nan -0.13184559 -0.09427462 -0.00750132  0.25135352 -0.08532266 -0.61484474         nan         nan         nan         nan  0.24702212  0.08008124 -0.09583747 -0.12835766  0.01205502  0.37835441 -0.40688717         nan         nan         nan -0.31648892 -0.1852549  0.37413399 -0.48141354  0.26464763 -0.01453653 -0.15434424  0.13157153         nan         nan -0.2627489  -0.30108345  0.33891    -0.34185643  0.14376876  0.25062275 -0.12438642  0.08528601 -0.31303468         nan  0.42584872  0.38522604 -0.52926336  0.563196   -0.23221362  0.04033838  0.20015471 -0.17824003  0.11022705 -0.04063911
R4946 P1200 ffa_bi_100  0.0511151          nan         nan         nan         nan         nan         nan         nan         nan         nan -0.22559968  0.21183765         nan         nan         nan         nan         nan         nan         nan         nan  0.02061138  0.01470192  0.03267927         nan         nan         nan         nan         nan         nan         nan  0.03489728  0.10043366 -0.12910645  0.2801688          nan         nan         nan         nan         nan         nan  0.05116954 -0.05684594 -0.0136213  -0.09619542  0.1211549          nan         nan         nan         nan         nan  0.05922129 -0.20568099  0.00447065 -0.11641341  0.1996434  -0.18077694         nan         nan         nan         nan  0.24908394 -0.03044366 -0.23760124  0.23822622  0.04513723  0.20754524  0.05357977         nan         nan         nan -0.55329701  0.1496838  0.19532382 -0.16752243  0.09755914 -0.49036567 -0.05244196  0.06356977         nan         nan -0.02611913  0.34572674  0.01803384 -0.06523852 -0.28630926  0.01469997 -0.22857881  0.46149696  0.16414043         nan  0.25220159 -0.23016343 -0.02904101  0.11486551  0.04528854  0.38721631 -0.01837759  0.04206708 -0.36479353 -0.03262722
R4947 P1200 ffa_bi_100  0.59644669         nan         nan         nan         nan         nan         nan         nan         nan         nan -0.06034049 -0.41312602         nan         nan         nan         nan         nan         nan         nan         nan -0.31818182  0.23298079  0.11409511         nan         nan         nan         nan         nan         nan         nan  0.05746838 -0.4824544   0.14383199 -0.40750784         nan         nan         nan         nan         nan         nan  0.06954697  0.38053802 -0.20623998  0.35629199 -0.33332825         nan         nan         nan         nan         nan  0.29827478  0.02162924 -0.18638365  0.06884912  0.08201221 -0.08349093         nan         nan         nan         nan -0.13595267 -0.14808296  0.09391537 -0.02785034  0.07238752 -0.03729355  0.29031345         nan         nan         nan  0.2309007   0.03293911 -0.30823962  0.0668219   0.15524262  0.3274172  -0.2546034  -0.15158202         nan         nan -0.51802561  0.19225747  0.30305178 -0.10575043 -0.12258147 -0.39237961 -0.08704954  0.13312888  0.56140429         nan  0.17101492 -0.12156106  0.05589585  0.0370661  -0.19099077  0.2861275  0.10555444 -0.1811762  -0.26512806  0.12465049
R4963 P1200 ffa_bi_100  0.68143272         nan         nan         nan         nan         nan         nan         nan         nan         nan  0.3419652  -0.23860271         nan         nan         nan         nan         nan         nan         nan         nan -0.75631192 -0.11897849  0.67982662         nan         nan         nan         nan         nan         nan         nan  0.5601176   0.27871792 -0.49717852  0.47804418         nan         nan         nan         nan         nan         nan  0.15480234 -0.28173432 -0.12121627 -0.15385544  0.38563529         nan         nan         nan         nan         nan  0.04757518  0.23502662 -0.05578133  0.02223511  0.12366333 -0.71932966         nan         nan         nan         nan  0.154567   -0.00373533 -0.17441198  0.0626742   0.06246461  0.43665001 -0.33975545         nan         nan         nan  0.00809927  0.03211126  0.00499249  0.05823496 -0.22278086  0.1997349  -0.12928975  0.18916436         nan         nan -0.19895037 -0.20795397  0.2680995  -0.01034828 -0.42996249  0.49585024 -0.27163609 -0.35031259 -0.13943246         nan  0.03455265 -0.16979821 -0.05787909 -0.07771059  0.42352073 -0.21300592  0.25773839 -0.06935486  0.1686542  -0.08179773
